"prodID";"prodName";"compID";"compName";"gender";"category";"size";"occasion";"material";"weight";"repeatable";"made";"warranty";"price"
612;"One-Of-A-Kind Sparkling Watch";102;"Howe Barton and Kulas and Co";"Male";"Watch";37;"Holiday";"Lacquer";18;"Yes";"Machine";"Yes";7458
613;"Bangle-Style Cool Necklace";102;"Howe Barton and Kulas and Co";"Male";"Necklace";495;"Surgery";"Stainless Steel";2;"Yes";"Machine";"Yes";5150
614;"Stylish Semi-Translucent Belly chain";102;"Howe Barton and Kulas and Co";"Female";"Belly chain";617;"Surgery";"White Gold";15;"Yes";"Machine";"Yes";8017
615;"Attention-Getting Etched Structural Earrings";102;"Howe Barton and Kulas and Co";"Male";"Earrings";8;"Graduation";"Ruthenium";10;"Yes";"Machine";"No";1973
616;"Antique Beaded Water-Resistant Cuff links";102;"Howe Barton and Kulas and Co";"Female";"Cuff links";25;"Promotion";"Rose Gold";18;"Yes";"Handmade";"No";12547
617;"Period Wear-Anywhere Coordinating Circlet";102;"Howe Barton and Kulas and Co";"Female";"Circlet";626;"Wedding";"Sterling Silver";3;"No";"Handmade";"No";20566
618;"Unique Water-Resistant Locket";103;"Treutel-Krajcik";"Female";"Locket";43;"Thank You";"Diamonds";14;"Yes";"Handmade";"No";11676
619;"Coordinating Burnished Tapered Belly chain";103;"Treutel-Krajcik";"Female";"Belly chain";602;"Promotion";"Pearls";9;"Yes";"Handmade";"No";17279
620;"Scratch-Resistant Iridescent Anklet";103;"Treutel-Krajcik";"Male";"Anklet";150;"Engagement";"Sterling Silver";16;"Yes";"Machine";"No";8885
621;"Original Textured Pin";103;"Treutel-Krajcik";"Male";"Pin";44;"Birthday";"Silk";1;"Yes";"Machine";"No";14410
622;"Artisan Precious Bracelet";103;"Treutel-Krajcik";"Male";"Bracelet";150;"Promotion";"Tanzanites";11;"Yes";"Machine";"No";3016
623;"Hand-Carved Professional Reliable Hairpin";104;"Stanton Inc";"Male";"Hairpin";22;"Holiday";"Silk";19;"Yes";"Machine";"Yes";14067
624;"Sleek Slender Cuff links";104;"Stanton Inc";"Male";"Cuff links";23;"Thank You";"Turquoise";2;"No";"Machine";"No";7311
625;"Tiny Colorful Hand-Finished Belly chain";104;"Stanton Inc";"Female";"Belly chain";603;"Holiday";"Colored Gemstones";11;"No";"Machine";"Yes";8635
626;"Ornate Sporty Charm";105;"Sanford Greenholt and Bogan PLC";"Male";"Charm";23;"Wedding";"Crystal";9;"No";"Handmade";"No";19542
627;"Finely Detailed Smoky Wear-Anywhere Cuff links";105;"Sanford Greenholt and Bogan PLC";"Male";"Cuff links";34;"Baby Shower";"Silk";1;"No";"Handmade";"No";23770
628;"Top-Of-The-Line Hand-Finished Contemporary Ring";105;"Sanford Greenholt and Bogan PLC";"Female";"Ring";6;"Thank You";"Platinum";2;"Yes";"Handmade";"Yes";15826
629;"Structural Casual Circlet";105;"Sanford Greenholt and Bogan PLC";"Male";"Circlet";598;"Birthday";"Crystal";18;"Yes";"Machine";"No";7762
630;"Wear-Anywhere Savvy Everyday Ring";105;"Sanford Greenholt and Bogan PLC";"Female";"Ring";13;"Graduation";"Titanium";13;"Yes";"Machine";"No";20059
631;"Sassy Mosaic Wooden Belly chain";105;"Sanford Greenholt and Bogan PLC";"Female";"Belly chain";532;"Promotion";"Platinum";12;"Yes";"Handmade";"Yes";15473
632;"Funky Lovely Belly chain";105;"Sanford Greenholt and Bogan PLC";"Male";"Belly chain";573;"Birthday";"Gold";1;"Yes";"Handmade";"Yes";15520
633;"Fine Gorgeous Cutting-Edge Circlet";105;"Sanford Greenholt and Bogan PLC";"Male";"Circlet";630;"Just Because";"Platinum";1;"No";"Handmade";"No";19122
634;"Artisanal Structural Finely Detailed Belly chain";105;"Sanford Greenholt and Bogan PLC";"Male";"Belly chain";531;"Birthday";"Silk";11;"Yes";"Handmade";"Yes";23355
635;"Sale-Priced Flawless Hairpin";105;"Sanford Greenholt and Bogan PLC";"Female";"Hairpin";22;"Wedding";"Silk";20;"Yes";"Handmade";"Yes";25762
636;"Plated Complex Savvy Watch";106;"Stoltenberg Lang and Mante";"Female";"Watch";47;"Holiday";"Crystal";4;"No";"Handmade";"Yes";30184
637;"Designer Trendsetting Circlet";106;"Stoltenberg Lang and Mante";"Male";"Circlet";519;"Promotion";"Pearls";8;"Yes";"Machine";"Yes";10480
638;"Rough-Cut Sale-Priced Bracelet";107;"Gutkowski Group and Co";"Female";"Bracelet";215;"Thank You";"Aquamarines";4;"No";"Handmade";"No";16903
639;"Exotic Detailed Armlet";107;"Gutkowski Group and Co";"Male";"Armlet";193;"Surgery";"Turquoise";20;"No";"Machine";"No";4934
640;"Wear-Anywhere Suspended Prismatic Anklet";107;"Gutkowski Group and Co";"Female";"Anklet";228;"Graduation";"Turquoise";7;"Yes";"Machine";"No";9030
641;"Wardrobe-Friendly Marbled Bracelet";107;"Gutkowski Group and Co";"Male";"Bracelet";133;"Birthday";"Sapphires";6;"No";"Handmade";"No";11245
642;"Corrosion-Resistant Cool Ornate Anklet";107;"Gutkowski Group and Co";"Male";"Anklet";167;"Just Because";"Aquamarines";2;"No";"Machine";"No";8370
643;"Stunning Smoky Flawless Belly chain";107;"Gutkowski Group and Co";"Female";"Belly chain";592;"Apology";"Aquamarines";4;"No";"Machine";"Yes";25504
644;"Innovative Rough-Cut One-Of-A-Kind Watch";107;"Gutkowski Group and Co";"Female";"Watch";34;"Birthday";"Crystal";7;"Yes";"Handmade";"No";7244
645;"Intricate Polished Bracelet";107;"Gutkowski Group and Co";"Male";"Bracelet";157;"Graduation";"Colored Diamonds";7;"No";"Machine";"Yes";9384
646;"Princess-Cut Clustered Pin";107;"Gutkowski Group and Co";"Female";"Pin";18;"Baby Shower";"Titanium";6;"No";"Machine";"Yes";12793
647;"Precious Radiant Bracelet";107;"Gutkowski Group and Co";"Male";"Bracelet";212;"Surgery";"Turquoise";9;"No";"Machine";"Yes";13300
648;"Sporty Clustered Necklace";108;"Boyle LLC";"Male";"Necklace";796;"Graduation";"Silk";5;"No";"Handmade";"Yes";20427
649;"Premium-Grade Marquise-Cut Pin";108;"Boyle LLC";"Male";"Pin";20;"Graduation";"Pearls";18;"No";"Machine";"No";11310
650;"Keepsake Hand-Hammered Armlet";108;"Boyle LLC";"Female";"Armlet";195;"Anniversary";"Sterling Silver";12;"No";"Machine";"Yes";24457
651;"Nickel-Free Waterproof Finely Detailed Watch";108;"Boyle LLC";"Male";"Watch";47;"Thank You";"Gold";19;"No";"Machine";"No";6164
652;"Adjustable Dainty Reflective Cuff links";108;"Boyle LLC";"Female";"Cuff links";22;"Wedding";"Titanium";4;"Yes";"Machine";"Yes";13252
653;"Bangle-Style Gold-Filled Round-Cut Cuff links";108;"Boyle LLC";"Male";"Cuff links";31;"Promotion";"Silk";13;"No";"Machine";"No";19652
654;"Exceptional Decorative Elegant Watch";108;"Boyle LLC";"Female";"Watch";44;"Holiday";"Pearls";17;"Yes";"Handmade";"No";13052
655;"Engineered Professional Elegant Watch";108;"Boyle LLC";"Female";"Watch";45;"Baby Shower";"Platinum";6;"No";"Handmade";"Yes";12882
656;"Dangly Gold-Plated Fine Armlet";109;"Koss-Kirlin and Sons";"Female";"Armlet";224;"Wedding";"Platinum";12;"No";"Handmade";"Yes";19608
657;"Chic Rough-Cut Ring";109;"Koss-Kirlin and Sons";"Female";"Ring";7;"Surgery";"Onyx";2;"Yes";"Machine";"No";10552
658;"Textured Structural Earrings";110;"Rosenbaum-Ratke";"Male";"Earrings";9;"Anniversary";"Silk";6;"Yes";"Handmade";"Yes";14482
659;"Exciting Radiant Hairpin";111;"Veum-Goyette and Co";"Female";"Hairpin";24;"Birthday";"Lacquer";5;"Yes";"Handmade";"No";3808
660;"Funky Tiny Burnished Amulet";111;"Veum-Goyette and Co";"Male";"Amulet";43;"Surgery";"Silk";10;"No";"Handmade";"No";14062
661;"Hammered Colorful Watch";111;"Veum-Goyette and Co";"Female";"Watch";50;"Just Because";"Silk";17;"No";"Machine";"Yes";15822
662;"Unique Iridescent Locket";112;"Wolff Kuphal and Durgan and Co";"Male";"Locket";21;"Baby Shower";"Ruthenium";20;"Yes";"Handmade";"No";2171
663;"Flawless Lovely Locket";112;"Wolff Kuphal and Durgan and Co";"Male";"Locket";37;"Surgery";"Silk";9;"Yes";"Machine";"Yes";13027
664;"Platinum Contemporary Gold-Toned Earrings";112;"Wolff Kuphal and Durgan and Co";"Female";"Earrings";2;"Birthday";"Titanium";4;"Yes";"Handmade";"No";7964
665;"Designer Flirty Ring";112;"Wolff Kuphal and Durgan and Co";"Male";"Ring";12;"Surgery";"Onyx";20;"Yes";"Handmade";"No";6585
666;"Detailed Carved Belly chain";112;"Wolff Kuphal and Durgan and Co";"Male";"Belly chain";535;"Promotion";"Platinum";20;"No";"Machine";"No";6965
667;"Studded Period Top-Of-The-Line Pendant";113;"Schinner Mohr and Stiedemann and Co";"Female";"Pendant";40;"Birthday";"Colored Gemstones";11;"Yes";"Machine";"Yes";20624
668;"Rugged Durable Costume Brooch";113;"Schinner Mohr and Stiedemann and Co";"Female";"Brooch";26;"Apology";"Onyx";18;"No";"Machine";"No";43834
669;"One-Of-A-Kind Hand-Carved Structural Hairpin";113;"Schinner Mohr and Stiedemann and Co";"Female";"Hairpin";30;"Just Because";"Rose Gold";7;"No";"Handmade";"No";24770
670;"Encased Radiant Contemporary Pin";113;"Schinner Mohr and Stiedemann and Co";"Male";"Pin";37;"Engagement";"Colored Diamonds";8;"Yes";"Handmade";"No";15020
671;"Prismatic Iridescent Pin";114;"Raynor-Grimes and Co";"Female";"Pin";40;"Baby Shower";"Gold";6;"Yes";"Machine";"Yes";4962
672;"Dramatic Burnished Keepsake Anklet";114;"Raynor-Grimes and Co";"Male";"Anklet";160;"Promotion";"Aquamarines";19;"No";"Machine";"Yes";5190
673;"Gold Iridescent Amulet";114;"Raynor-Grimes and Co";"Female";"Amulet";17;"Wedding";"Platinum";9;"Yes";"Machine";"Yes";4300
674;"Fine Tapered Anklet";114;"Raynor-Grimes and Co";"Female";"Anklet";135;"Graduation";"Stainless Steel";12;"No";"Machine";"No";7725
675;"Marquise-Cut Streamlined Beaded Circlet";114;"Raynor-Grimes and Co";"Male";"Circlet";601;"Anniversary";"Diamonds";4;"No";"Machine";"No";7022
676;"Unique Water-Resistant Charm";115;"Harris-Lindgren";"Female";"Charm";49;"Surgery";"Diamonds";4;"Yes";"Handmade";"Yes";8935
677;"Genuine Slip-On Armlet";115;"Harris-Lindgren";"Male";"Armlet";176;"Thank You";"Diamonds";12;"Yes";"Handmade";"No";1948
678;"Rust-Resistant Innovative Locket";115;"Harris-Lindgren";"Female";"Locket";49;"Graduation";"Gold";16;"No";"Machine";"No";5610
679;"Stylish Structural Ring";115;"Harris-Lindgren";"Male";"Ring";7;"Anniversary";"Rose Gold";20;"Yes";"Machine";"No";554
680;"Casual Scratch-Resistant Metallic Ring";115;"Harris-Lindgren";"Female";"Ring";3;"Surgery";"Gold";7;"Yes";"Machine";"Yes";3168
681;"Iridescent Scratch-Resistant Rust-Resistant Earrings";116;"Flatley D'Amore and Howe and Co";"Female";"Earrings";7;"Graduation";"Tanzanites";16;"Yes";"Handmade";"No";10897
682;"Tiny Dangly Beautiful Armlet";116;"Flatley D'Amore and Howe and Co";"Female";"Armlet";129;"Wedding";"Silk";10;"No";"Handmade";"No";26980
683;"Contemporary Comfy Charm";116;"Flatley D'Amore and Howe and Co";"Male";"Charm";31;"Surgery";"Crystal";8;"No";"Machine";"Yes";5704
684;"Exciting Laser-Cut Graceful Cuff links";116;"Flatley D'Amore and Howe and Co";"Male";"Cuff links";34;"Holiday";"Lacquer";19;"Yes";"Machine";"No";11985
685;"Set Costume Platinum Belly chain";116;"Flatley D'Amore and Howe and Co";"Female";"Belly chain";634;"Just Because";"Tanzanites";7;"No";"Machine";"Yes";19587
686;"Vintage Flexible Hairpin";116;"Flatley D'Amore and Howe and Co";"Male";"Hairpin";17;"Just Because";"Gold";16;"Yes";"Handmade";"Yes";13955
687;"Period Finely Detailed Water-Resistant Anklet";116;"Flatley D'Amore and Howe and Co";"Female";"Anklet";219;"Birthday";"Turquoise";18;"No";"Machine";"No";14719
688;"Gold-Plated One-Of-A-Kind Amulet";116;"Flatley D'Amore and Howe and Co";"Female";"Amulet";38;"Thank You";"Tanzanites";7;"Yes";"Machine";"Yes";6066
689;"Cute Sophisticated Durable Necklace";117;"Botsford PLC";"Female";"Necklace";827;"Graduation";"Tanzanites";7;"No";"Handmade";"Yes";16459
690;"Flirty Gunmetal Watch";117;"Botsford PLC";"Male";"Watch";47;"Engagement";"Stainless Steel";4;"Yes";"Machine";"No";494
691;"Tapered Wear-Anywhere Hairpin";117;"Botsford PLC";"Female";"Hairpin";26;"Just Because";"Gold";10;"Yes";"Handmade";"No";7667
692;"Shimmering Cool Durable Charm";117;"Botsford PLC";"Male";"Charm";16;"Anniversary";"Sapphires";17;"No";"Handmade";"Yes";8817
693;"Nickel-Free Artisan Cuff links";117;"Botsford PLC";"Male";"Cuff links";38;"Just Because";"Platinum";4;"No";"Handmade";"Yes";10494
694;"Bold Brilliant Multi-Faceted Charm";117;"Botsford PLC";"Male";"Charm";28;"Birthday";"Colored Gemstones";4;"No";"Handmade";"No";13297
695;"Complex Chic Watch";117;"Botsford PLC";"Male";"Watch";40;"Graduation";"Lacquer";8;"No";"Machine";"Yes";5765
696;"Exotic Teardrop Gold Hairpin";117;"Botsford PLC";"Female";"Hairpin";29;"Baby Shower";"Gold";11;"No";"Machine";"No";16381
697;"Beautiful Dependable Antique Armlet";117;"Botsford PLC";"Male";"Armlet";220;"Apology";"Silk";12;"Yes";"Handmade";"No";14084
698;"Flexible Sassy Charm";118;"Dooley and Baumbach and Sons";"Female";"Charm";26;"Apology";"Turquoise";5;"Yes";"Handmade";"Yes";13592
699;"Adjustable Fancy Pin";118;"Dooley and Baumbach and Sons";"Female";"Pin";48;"Thank You";"Aquamarines";8;"No";"Machine";"Yes";13108
700;"Scratch-Resistant Period Comfortable Amulet";118;"Dooley and Baumbach and Sons";"Male";"Amulet";16;"Surgery";"Stainless Steel";14;"Yes";"Machine";"No";8720
701;"Bangle-Style Charming Wooden Brooch";118;"Dooley and Baumbach and Sons";"Female";"Brooch";38;"Anniversary";"Sapphires";12;"Yes";"Machine";"Yes";6592
702;"Coordinating Marbled Earrings";118;"Dooley and Baumbach and Sons";"Male";"Earrings";7;"Surgery";"Colored Gemstones";9;"Yes";"Machine";"Yes";1670
703;"Cut-Out Contemporary Opaque Charm";118;"Dooley and Baumbach and Sons";"Female";"Charm";40;"Surgery";"Onyx";3;"Yes";"Handmade";"No";9858
704;"Comfortable Gold-Plated Locket";118;"Dooley and Baumbach and Sons";"Female";"Locket";20;"Thank You";"Platinum";10;"Yes";"Handmade";"No";16742
705;"Multi-Faceted Waterproof Earrings";118;"Dooley and Baumbach and Sons";"Male";"Earrings";7;"Just Because";"Stainless Steel";13;"Yes";"Handmade";"No";2805
706;"Superior Pierced Cuff links";119;"Lind PLC";"Male";"Cuff links";40;"Apology";"Sapphires";8;"No";"Machine";"Yes";7325
707;"Adjustable Iridescent Hand-Carved Earrings";119;"Lind PLC";"Male";"Earrings";10;"Anniversary";"Sapphires";13;"Yes";"Machine";"No";705
708;"Princess-Cut Rugged Chic Amulet";119;"Lind PLC";"Female";"Amulet";41;"Engagement";"Titanium";6;"No";"Handmade";"No";12113
709;"Cutting-Edge Original Pendant";120;"Weissnat LLC";"Male";"Pendant";44;"Birthday";"Silk";11;"No";"Handmade";"No";18187
710;"Wrapped Structural Exciting Amulet";120;"Weissnat LLC";"Female";"Amulet";15;"Thank You";"Silk";5;"No";"Machine";"Yes";18374
711;"Waterproof Set Iridescent Bracelet";121;"Zemlak-Gleason Inc";"Male";"Bracelet";127;"Graduation";"Tanzanites";8;"Yes";"Handmade";"Yes";6440
712;"Water-Resistant Studded Circlet";121;"Zemlak-Gleason Inc";"Male";"Circlet";570;"Engagement";"Sapphires";12;"No";"Machine";"No";5231
713;"Water-Resistant Flattering Keepsake Necklace";121;"Zemlak-Gleason Inc";"Male";"Necklace";387;"Wedding";"Crystal";2;"Yes";"Machine";"Yes";4617
714;"Opaque Gorgeous Ring";122;"Bernier Group";"Female";"Ring";5;"Surgery";"White Gold";1;"No";"Handmade";"Yes";22556
715;"Sexy Delicate Professional Ring";122;"Bernier Group";"Male";"Ring";13;"Graduation";"Colored Gemstones";2;"No";"Machine";"No";3808
716;"Hammered Original Fancy Amulet";123;"Beatty Heller and Doyle and Co";"Male";"Amulet";45;"Baby Shower";"Turquoise";6;"Yes";"Machine";"No";3189
717;"Rocker-Style Tapered Floral Amulet";123;"Beatty Heller and Doyle and Co";"Male";"Amulet";41;"Thank You";"White Gold";9;"No";"Machine";"No";7634
718;"Scratch-Resistant Hinged Bracelet";123;"Beatty Heller and Doyle and Co";"Female";"Bracelet";134;"Anniversary";"Gold";17;"Yes";"Machine";"Yes";4315
719;"Dangly Gold Necklace";123;"Beatty Heller and Doyle and Co";"Female";"Necklace";465;"Surgery";"Diamonds";14;"Yes";"Handmade";"Yes";12010
720;"Bangle-Style Waterproof Inlaid Anklet";123;"Beatty Heller and Doyle and Co";"Male";"Anklet";143;"Holiday";"Tanzanites";6;"Yes";"Machine";"No";4828
721;"Fancy Flirty Ornate Watch";123;"Beatty Heller and Doyle and Co";"Male";"Watch";47;"Birthday";"Rose Gold";13;"Yes";"Handmade";"No";7080
722;"Antique Cut-Out Stylish Amulet";123;"Beatty Heller and Doyle and Co";"Male";"Amulet";44;"Surgery";"Silk";16;"Yes";"Machine";"Yes";13664
723;"Beautiful Tribal Semi-Translucent Earrings";123;"Beatty Heller and Doyle and Co";"Female";"Earrings";9;"Graduation";"Rose Gold";2;"Yes";"Machine";"No";5301
724;"Dramatic Fancy Ring";123;"Beatty Heller and Doyle and Co";"Male";"Ring";10;"Promotion";"Tanzanites";3;"No";"Machine";"Yes";4549
725;"Silver-Tone Gorgeous Floral Pendant";124;"Shields Steuber and Bailey Inc";"Male";"Pendant";45;"Surgery";"Colored Gemstones";4;"No";"Machine";"Yes";16520
726;"Princess-Cut Whimsical Locket";124;"Shields Steuber and Bailey Inc";"Female";"Locket";29;"Apology";"Pearls";13;"Yes";"Machine";"No";33806
727;"Keepsake Tribal Simple Circlet";124;"Shields Steuber and Bailey Inc";"Male";"Circlet";524;"Engagement";"Onyx";13;"No";"Machine";"No";21924
728;"Delicate Coordinating Platinum Hairpin";124;"Shields Steuber and Bailey Inc";"Male";"Hairpin";22;"Just Because";"Gold";2;"Yes";"Handmade";"Yes";12913
729;"Princess-Cut Rough-Cut Amulet";124;"Shields Steuber and Bailey Inc";"Male";"Amulet";13;"Birthday";"Diamonds";3;"Yes";"Machine";"Yes";6514
730;"Sexy Marbled Anklet";124;"Shields Steuber and Bailey Inc";"Male";"Anklet";201;"Engagement";"Tanzanites";12;"No";"Handmade";"Yes";15713
731;"Whimsical Finely Detailed Cut-Out Pendant";125;"Grady Inc";"Female";"Pendant";26;"Apology";"Aquamarines";18;"Yes";"Machine";"No";5925
732;"Exceptional Large Embellished Anklet";125;"Grady Inc";"Female";"Anklet";129;"Surgery";"Diamonds";10;"Yes";"Machine";"Yes";2439
733;"Trendsetting Original Colorful Watch";125;"Grady Inc";"Male";"Watch";39;"Birthday";"Colored Gemstones";3;"No";"Handmade";"No";4200
734;"Small Embellished Belly chain";125;"Grady Inc";"Male";"Belly chain";570;"Holiday";"Lacquer";7;"No";"Handmade";"Yes";7494
735;"Laser-Cut Rough-Cut Circlet";125;"Grady Inc";"Male";"Circlet";552;"Apology";"Colored Gemstones";4;"No";"Handmade";"No";14030
736;"Casual Smoky Rust-Resistant Pendant";125;"Grady Inc";"Female";"Pendant";31;"Just Because";"Tanzanites";7;"Yes";"Handmade";"No";4858
737;"Two-Tone Dependable Engineered Charm";125;"Grady Inc";"Female";"Charm";49;"Surgery";"Silk";18;"No";"Machine";"No";14264
738;"Hand-Finished Scratch-Resistant Amulet";125;"Grady Inc";"Male";"Amulet";43;"Promotion";"Platinum";10;"No";"Handmade";"Yes";7122
739;"Sexy Silver-Tone Charm";126;"O'Reilly-Marks";"Male";"Charm";40;"Graduation";"Onyx";4;"No";"Machine";"No";6555
740;"Timeless Tapered Beaded Cuff links";126;"O'Reilly-Marks";"Female";"Cuff links";49;"Baby Shower";"Titanium";1;"No";"Handmade";"Yes";16032
741;"Suspended Wardrobe-Friendly Cuff links";126;"O'Reilly-Marks";"Female";"Cuff links";48;"Anniversary";"Rose Gold";12;"No";"Handmade";"No";16840
742;"Reflective Wooden Pin";126;"O'Reilly-Marks";"Female";"Pin";26;"Anniversary";"Sterling Silver";11;"No";"Machine";"Yes";14687
743;"Ornate Reflective Circlet";126;"O'Reilly-Marks";"Female";"Circlet";569;"Engagement";"Tanzanites";13;"No";"Machine";"No";17220
744;"Exotic Dapper Rocker-Style Hairpin";126;"O'Reilly-Marks";"Male";"Hairpin";29;"Graduation";"Diamonds";12;"No";"Machine";"No";6373
745;"Smoky Keepsake Bangle-Style Cuff links";126;"O'Reilly-Marks";"Female";"Cuff links";16;"Just Because";"Sterling Silver";3;"Yes";"Handmade";"Yes";9379
746;"Dangly Hand-Finished Pendant";126;"O'Reilly-Marks";"Male";"Pendant";22;"Thank You";"White Gold";6;"Yes";"Machine";"No";9944
747;"Graceful Intricate Hairpin";127;"Krajcik Steuber and Crooks";"Male";"Hairpin";38;"Engagement";"Aquamarines";7;"No";"Handmade";"No";4600
748;"Waterproof Multistrand Earrings";127;"Krajcik Steuber and Crooks";"Male";"Earrings";10;"Wedding";"Colored Gemstones";4;"Yes";"Machine";"Yes";1596
749;"Innovative Flexible Hammered Armlet";127;"Krajcik Steuber and Crooks";"Female";"Armlet";167;"Thank You";"Lacquer";13;"No";"Handmade";"No";8123
750;"Nickel-Free Savvy Cool Belly chain";128;"Block-Pacocha and Co";"Male";"Belly chain";580;"Holiday";"Silk";20;"Yes";"Machine";"Yes";22280
751;"Exceptional Polished Tapered Locket";128;"Block-Pacocha and Co";"Male";"Locket";49;"Just Because";"Silk";10;"No";"Handmade";"Yes";23928
752;"Sassy Multi-Faceted Tapered Anklet";128;"Block-Pacocha and Co";"Female";"Anklet";223;"Just Because";"Onyx";13;"No";"Handmade";"No";15898
753;"Brilliant Radiant Circlet";128;"Block-Pacocha and Co";"Female";"Circlet";526;"Thank You";"Colored Diamonds";2;"No";"Handmade";"Yes";22261
754;"Casual Semi-Translucent Earrings";128;"Block-Pacocha and Co";"Female";"Earrings";5;"Anniversary";"Rose Gold";20;"Yes";"Handmade";"No";8089
755;"Hand-Hammered Antique Tiny Watch";128;"Block-Pacocha and Co";"Male";"Watch";38;"Apology";"Pearls";1;"No";"Machine";"No";23610
756;"Stunning Cute Savvy Earrings";128;"Block-Pacocha and Co";"Male";"Earrings";2;"Thank You";"Colored Gemstones";15;"No";"Handmade";"No";19690
757;"Glitzy Premium-Grade Striking Necklace";128;"Block-Pacocha and Co";"Female";"Necklace";463;"Baby Shower";"Pearls";2;"No";"Machine";"Yes";16726
758;"Gold-Plated Sale-Priced Hairpin";129;"Kirlin Group";"Male";"Hairpin";14;"Anniversary";"Onyx";19;"Yes";"Machine";"Yes";864
759;"Durable Shimmering Amulet";129;"Kirlin Group";"Female";"Amulet";22;"Thank You";"Sterling Silver";17;"No";"Handmade";"No";11651
